text,nutrient,pmid,label
"results: the apoe-epsilon4 allele, high homocysteine, low folate, and low vitamin b6 levels were each associated with worse baseline cognitive function, and all but b6 and b12 were associated with seven year cognitive decline.",vitamin b6,21369667,1
association of plasma vitamin b6 with coronary heart disease in patients undergoing diagnostic coronary angiography: new insight on sex differences.,vitamin b6,34977195,4
"although there is no recommendation in france relating to the treatment of nausea and vomiting of pregnancy, there are some in other countries, where ondansetron, widely used, appears to be an effective second-line treatment option behind doxylamine/vitamin b6 association and metoclopramide.",vitamin b6,34700033,3
"three days of baseline food intake showed no major deficiencies of zinc, magnesium or vitamin b6 for all participants (11.9 +/- 3.4, 395 +/- 103 and 2.7 +/- 0.9 mg.day(-1), respectively).",zinc,39125347,2
"though vitamin b12 deficiency is widely prevalent, the current public health policy in india is to supplement only iron and folic acid for the prevention of anaemia.",vitamin b12,33912132,0
"antiepileptic drugs administered were valproic acid (vpa), vitamin b6, zonisamide, topiramate, clobazam, clonazepam, and phenobarbital.",vitamin b6,35501182,3
advancements in the synthesis and functionalization of zinc oxide-based nanomaterials for enhanced oral cancer therapy.,zinc,38893579,3
[vegetarians are at high risk of vitamin b12 deficiency].,vitamin b12,26750191,3
"grade-3 hand-foot syndrome developed in 3 patients, but there were only 10 grade-2/3 cases (21.7%) because humectants and oral vitamin b6 preparation (supportive therapy) were administered from therapy initiation.",vitamin b6,20841936,2
"ferrous sulfate (300 mg orally), when administered along with zinc sulfate, decreased the area under the curve significantly (in patients by 28%, in controls by 40%) in comparison with the results obtained when zinc sulfate was given alone.",zinc,3940504,2
all 48 subjects also received 50 mg/day of oral vitamin b6 and 1.0 mg/day of oral vitamin b12.,vitamin b6,11135086,2
"methods: two, one and 14 independent single nucleotide polymorphisms associated with serum folate, vitamin b6 and vitamin b12 at the genome-wide significance threshold were selected as genetic instruments.",vitamin b6,33837300,0
"[folate, choline, and vitamin b12 supplementation for pre-conceptional and pregnant women].",vitamin b12,36415939,3
"conclusions: the majority of the elderly yoruba people were deficient in zn, ferritin and vitamin b6.",vitamin b6,23211101,4
"an iv dose of bcvs consisting of a 5 ml solution containing vitamin b1 (250 mg), vitamin b6 (250 mg) and vitamin b12 (1.5 mg) was administered at the end of hemodialysis.",vitamin b6,17115295,2
all 48 subjects also received 50 mg/day of oral vitamin b6 and 1 mg/day of oral vitamin b12.,vitamin b12,12427152,2
"however, studies also indicated that dietary nutrients such as folic acid, vitamin b12, vitamin b6, omega-3 fatty acids, zinc, selenium, and magnesium might be associated with the risk of depression.",vitamin b12,36565729,1
"although an association between vitamin b12 deficiency or hyperhomocysteinemia and mci is present, substitution of vitamin b12 or folate does not appear to prevent cognitive decline.",vitamin b12,20109582,1
"background: pyridoxine, an activated form of vitamin b6 used to treat allergic dermatitis, may prevent capecitabine-associated hand-foot syndrome (hfs), although evidence of the benefit of prophylactic pyridoxine is lacking.",vitamin b6,29948956,3
"methods: quantitative reverse transcription polymerase chain reaction (qrt-pcr) and immunofluorescence confocal microscopy were employed to quantify the expression of zip12, znt1, mt2a and ck2 subunits in a panel of breast and prostate cell lines without or with extracellular zinc exposure.",zinc,39047373,0
"in the present study, we hypothesized that combined therapy with adrenocorticotropic hormone, topiramate, vitamin b6, and immunoglobulin would effectively treat infantile spasms and have mild adverse effects.",vitamin b6,25206459,1
"additionally, analyses of iron, copper, and zinc isotope ratios have been explored in various conditions, including hemochromatosis, wilson's disease, cancer, alzheimer's disease, and amyotrophic lateral sclerosis.",zinc,39908264,3
"background/purpose: our previous study found that 19.8%, 16.2%, 4.8%, 2.3%, 19.2%, and 12.3% of 884 burning mouth syndrome (bms) patients have anemia, serum iron, vitamin b12, and folic acid deficiencies, hyperhomocysteinemia, and serum gastric parietal cell antibody (gpca) positivity, respectively.",vitamin b12,35756793,0
severe intertrigo resembling acquired acrodermatitis enteropathica unmasking zinc deficiency in a patient on cabozantinib therapy.,zinc,40225088,1
"in view of the existence of reversible neurological complications in subjects taking 2 g of pyridoxine per day, the use of very high doses of vitamin b6 must be considered as inadvisable, even if effective.",vitamin b6,3959594,2
association between vitamin b6 and white matter hyperintensities in patients with alzheimer's disease not mediated by homocysteine metabolism.,vitamin b6,17537101,3
clinical and biological effects of high doses of vitamin b6 and magnesium on autistic children.,vitamin b6,7124567,4
concerning the activities of the transaminases a dietary supplementation above 3 mg vitamin b6 per kg diet had no influence on the ast and alt activities in offspring plasma.,vitamin b6,11006828,0
"after exposure, the mother received a 40,000 iu bolus of vitamin d orally and started a five-day course of high-dose vitamin c (10,000 mg daily), after which she continued her daily combination of vitamins c, d, and zinc pill with probiotic skyr yogurt and manuka honey.",zinc,38854284,2
"additionally, iron, vitamin b12, and vitamin d deficiencies improved (p < 0.001), alongside weight gain and increased energy levels.",vitamin b12,40299351,4
all 48 subjects also received 50 mg/day of oral vitamin b6 and 1.0 mg/day of oral vitamin b12.,vitamin b12,11135086,2
"a total of twenty male and female volunteers were randomised in a double-blind design to receive either gaa (2.4 g/d) or gaa with methyl donors (2.4 g/d of gaa and 1.6 g/d of betaine hcl, 5 mug/d of vitamin b12, 10 mg/d of vitamin b6 and 600 mug/d of folic acid) by oral administration for 8 weeks.",vitamin b12,23351309,4
"a 46-year-old male presented with anemia, vitamin b12 deficiency and a positive fecal occult blood test.",vitamin b12,31166111,4
"a libs spectrum consists of dominant lines of fifteen elements including calcium, magnesium, sodium, potassium, titanium, iron, chloride, sulphur, copper, chromium, zinc, nitrogen, phosphor, and oxygen.",zinc,29759248,4
oral symptoms of the majority of patients responded to antifungals and vitamin b12 replacement.,vitamin b12,27234214,0
"in addition, a significant age-effect modification was observed for zinc (pinteraction=0.07) associations were stronger in women aged over 40 years compared to younger women.",zinc,40081383,0
"among several nanoparticles (nps), inorganic nps, such as zinc and silicon oxides (zno and sio(2)), are mainly chosen as drug nanocarriers, as both present great adsorption properties and biocompatibility.",zinc,39606560,3
"an iv dose of bcvs consisting of a 5 ml solution containing vitamin b1 (250 mg), vitamin b6 (250 mg) and vitamin b12 (1.5 mg) was administered at the end of hemodialysis.",vitamin b12,17115295,2
"analyses of neuronal cultures further revealed that neurons, not astrocytes, respond to zinc to enhance protein synthesis.",zinc,40300729,0
it focuses on the impact of vitamin b12 deficiency across different demographics.,vitamin b12,38794680,0
the interaction test results indicated that the dietary consumption of vitamin b6 did not significantly interact with any of the stratification factors (all p for interaction > 0.05).,vitamin b6,39508477,0
"conclusion: vitamin b12 deficiency in lebanon is notably high and is linked to an increased risk of developing depression, generalized anxiety disorder, insomnia, and paresthesia.",vitamin b12,38630748,1
"a great deal of literature entails that supplementation of zinc can alleviate oxidative stress-related clinical complications, including male infertility.",zinc,39653981,4
group (a) included 24 infertile patients who received 2660 mg d-aspartic acid plus 200 mg of ubiquinol plus 10 mg zinc once daily for 3 months.,zinc,40248985,2
background: dose regimens of pyridoxine (vitamin b6) for treatment of infantile spasms have varied from 200 mg/d to 300 mg/kg/d.,vitamin b6,26310861,2
"amongst uk females intakes of 9 micronutrients (riboflavin, vitamin b6, b12, folic acid, calcium, iron, magnesium, potassium, and iodine) were significantly lower than males aged 20-59 years (p < 0.001) expressed as a percentage of the rni.",vitamin b6,30073167,4
"[copper, iron, magnesium and zinc contents in hair of peasants in high and low incidence areas of esophageal cancer].",zinc,7173022,3
effects of nursing program in preventing incontinence-associated dermatitis by applying zinc oxide and petroleum jelly skin protection products among older patients in semi-intensive medical care units: a pilot study.,zinc,39081404,1
"patients were randomly assigned to one of two treatment regimens: 1) daily renal multivitamin containing folate (fa), vitamin b6 and b12 (5 mg, 10 mg and 0.4 mg respectively) (n = 27); and 2) supraphysiological daily doses (15 mg, 100 mg and 1 mg) (n = 33).",vitamin b6,16053010,2
"several bioactive compounds identified as potentially beneficial in combatting depression include calcium, casein, alpha-lactalbumin, tryptophan (trp), vitamin b6 and b12, magnesium, flavonoids (especially hesperidin), carotenoids, ergothioneine, fiber, and probiotics.",vitamin b6,38931173,1
all 48 subjects also received 50 mg/day of oral vitamin b6 and 1 mg/day of oral vitamin b12.,vitamin b6,12427152,2
"during the 12-month period the children were intensively hydrated and received a low-oxalate diet and supplemental therapy with vitamin b6, magnesium, citrates and lactic acid bacteria preparations.",vitamin b6,14593960,4
"also, formononetin targeted insulin receptor and zinc-alpha-2-glycoprotein which play important roles in metabolisms of tissue cells of prostate cancer.",zinc,38874510,3
"aims/introduction:  to estimate nutritional risk factors for osteoporosis in patients with type 2 diabetes, bone mineral density, homocysteine level, and intakes and levels of hcy-related vitamins including folate, vitamin b6 and vitamin b12 were analyzed in a cross-sectional study.",vitamin b6,24843489,3
"after adjusting for initial age and sex, intake of riboflavin, zinc, calcium, magnesium, and phosphorus declined steeply (8% to 16% dri annually) across the 3 years.",zinc,17467383,4
